locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHECGBEH_00280	CDS	174				hypothetical protein
AHECGBEH_00280	gene	174				
AHECGBEH_00281	CDS	264				hypothetical protein
AHECGBEH_00281	gene	264				
AHECGBEH_00282	CDS	606				hypothetical protein
AHECGBEH_00282	gene	606				
AHECGBEH_00283	CDS	270				hypothetical protein
AHECGBEH_00283	gene	270				
AHECGBEH_00284	CDS	402				hypothetical protein
AHECGBEH_00284	gene	402				
AHECGBEH_00285	CDS	2448				hypothetical protein
AHECGBEH_00285	gene	2448				
AHECGBEH_00286	CDS	3126				hypothetical protein
AHECGBEH_00286	gene	3126				
AHECGBEH_00287	CDS	213				hypothetical protein
AHECGBEH_00287	gene	213				
AHECGBEH_00288	CDS	234				hypothetical protein
AHECGBEH_00288	gene	234				
AHECGBEH_00289	CDS	1161	intQ_1		COG0582	Putative defective protein IntQ
AHECGBEH_00289	gene	1161	intQ_1			
AHECGBEH_00290	CDS	285				hypothetical protein
AHECGBEH_00290	gene	285				
AHECGBEH_00291	CDS	2391				restriction-modification system protein
AHECGBEH_00291	gene	2391				
AHECGBEH_00292	CDS	903				hypothetical protein
AHECGBEH_00292	gene	903				
AHECGBEH_00293	CDS	1470				hypothetical protein
AHECGBEH_00293	gene	1470				
AHECGBEH_00294	CDS	3018				hypothetical protein
AHECGBEH_00294	gene	3018				
AHECGBEH_00295	CDS	1092				FMN oxidoreductase
AHECGBEH_00295	gene	1092				
AHECGBEH_00296	CDS	990				oxidoreductase
AHECGBEH_00296	gene	990				
AHECGBEH_00297	CDS	294				hypothetical protein
AHECGBEH_00297	gene	294				
AHECGBEH_00298	CDS	1020				oxidoreductase
AHECGBEH_00298	gene	1020				
AHECGBEH_00299	CDS	1866	nhaA			Na(+)/H(+) antiporter NhaA
AHECGBEH_00299	gene	1866	nhaA			
AHECGBEH_00300	CDS	2628	uvrA_1			excinuclease ABC subunit A
AHECGBEH_00300	gene	2628	uvrA_1			
AHECGBEH_00301	CDS	1860				hypothetical protein
AHECGBEH_00301	gene	1860				
AHECGBEH_00302	CDS	501				hypothetical protein
AHECGBEH_00302	gene	501				
AHECGBEH_00303	CDS	306				hypothetical protein
AHECGBEH_00303	gene	306				
AHECGBEH_00304	CDS	984	ssuD	1.14.14.5		Alkanesulfonate monooxygenase
AHECGBEH_00304	gene	984	ssuD			
AHECGBEH_00305	CDS	1125				oxidoreductase
AHECGBEH_00305	gene	1125				
AHECGBEH_00306	CDS	399				hypothetical protein
AHECGBEH_00306	gene	399				
AHECGBEH_00307	CDS	915	gfnR_1			glutathione-dependent formaldehyde neutralization regulator GfnR
AHECGBEH_00307	gene	915	gfnR_1			
AHECGBEH_00308	CDS	780				short-chain dehydrogenase
AHECGBEH_00308	gene	780				
AHECGBEH_00309	CDS	99				hypothetical protein
AHECGBEH_00309	gene	99				
AHECGBEH_00310	CDS	120				hypothetical protein
AHECGBEH_00310	gene	120				
AHECGBEH_00311	CDS	1110	adhC_1			alcohol dehydrogenase
AHECGBEH_00311	gene	1110	adhC_1			
AHECGBEH_00312	CDS	399				hypothetical protein
AHECGBEH_00312	gene	399				
AHECGBEH_00313	CDS	282				hypothetical protein
AHECGBEH_00313	gene	282				
AHECGBEH_00314	CDS	633				hypothetical protein
AHECGBEH_00314	gene	633				
AHECGBEH_00315	CDS	540				transcriptional regulator
AHECGBEH_00315	gene	540				
AHECGBEH_00316	CDS	303				hypothetical protein
AHECGBEH_00316	gene	303				
AHECGBEH_00317	CDS	198				hypothetical protein
AHECGBEH_00317	gene	198				
AHECGBEH_00318	CDS	897				transcriptional regulator
AHECGBEH_00318	gene	897				
AHECGBEH_00319	CDS	990				oxidoreductase
AHECGBEH_00319	gene	990				
AHECGBEH_00320	tRNA	77				tRNA-Arg(ccg)
AHECGBEH_00320	gene	77				
AHECGBEH_00321	CDS	1452	gabD	1.2.1.16		glutarate-semialdehyde dehydrogenase DavD
AHECGBEH_00321	gene	1452	gabD			
AHECGBEH_00322	CDS	1281				5-aminovalerate aminotransferase DavT
AHECGBEH_00322	gene	1281				
AHECGBEH_00323	CDS	1200				hypothetical protein
AHECGBEH_00323	gene	1200				
AHECGBEH_00324	CDS	1422				transcriptional regulator
AHECGBEH_00324	gene	1422				
AHECGBEH_00325	CDS	438				hypothetical protein
AHECGBEH_00325	gene	438				
AHECGBEH_00326	CDS	408				hypothetical protein
AHECGBEH_00326	gene	408				
AHECGBEH_00327	CDS	285				hypothetical protein
AHECGBEH_00327	gene	285				
AHECGBEH_00328	CDS	933				transcriptional regulator
AHECGBEH_00328	gene	933				
AHECGBEH_00329	CDS	1215				major facilitator superfamily transporter
AHECGBEH_00329	gene	1215				
AHECGBEH_00330	CDS	771				hypothetical protein
AHECGBEH_00330	gene	771				
AHECGBEH_00331	CDS	687				transcriptional regulator
AHECGBEH_00331	gene	687				
AHECGBEH_00332	CDS	516				hypothetical protein
AHECGBEH_00332	gene	516				
AHECGBEH_00333	CDS	759	ycaL	3.4.24.-	COG0501	putative metalloprotease YcaL
AHECGBEH_00333	gene	759	ycaL			
AHECGBEH_00334	CDS	585				hypothetical protein
AHECGBEH_00334	gene	585				
AHECGBEH_00335	CDS	312				hypothetical protein
AHECGBEH_00335	gene	312				
AHECGBEH_00336	CDS	753				hypothetical protein
AHECGBEH_00336	gene	753				
AHECGBEH_00337	CDS	1026				hypothetical protein
AHECGBEH_00337	gene	1026				
AHECGBEH_00338	CDS	273				hypothetical protein
AHECGBEH_00338	gene	273				
AHECGBEH_00339	CDS	261				hypothetical protein
AHECGBEH_00339	gene	261				
AHECGBEH_00340	CDS	1332				hypothetical protein
AHECGBEH_00340	gene	1332				
AHECGBEH_00341	CDS	291				hypothetical protein
AHECGBEH_00341	gene	291				
AHECGBEH_00342	CDS	1557				hypothetical protein
AHECGBEH_00342	gene	1557				
AHECGBEH_00343	CDS	384				hypothetical protein
AHECGBEH_00343	gene	384				
AHECGBEH_00344	CDS	567				hypothetical protein
AHECGBEH_00344	gene	567				
AHECGBEH_00345	CDS	387				hypothetical protein
AHECGBEH_00345	gene	387				
AHECGBEH_00346	CDS	228				hypothetical protein
AHECGBEH_00346	gene	228				
AHECGBEH_00347	CDS	201				hypothetical protein
AHECGBEH_00347	gene	201				
AHECGBEH_00348	CDS	192				hypothetical protein
AHECGBEH_00348	gene	192				
AHECGBEH_00349	CDS	1380				hypothetical protein
AHECGBEH_00349	gene	1380				
AHECGBEH_00350	CDS	186				hypothetical protein
AHECGBEH_00350	gene	186				
AHECGBEH_00351	CDS	699				transcriptional regulator
AHECGBEH_00351	gene	699				
AHECGBEH_00352	CDS	990	cysA			sulfate.thiosulfate ABC transporter ATP-binding protein CysA
AHECGBEH_00352	gene	990	cysA			
AHECGBEH_00353	CDS	870	cysW			sulfate transporter CysW
AHECGBEH_00353	gene	870	cysW			
AHECGBEH_00354	CDS	819	cysT			sulfate transporter CysT
AHECGBEH_00354	gene	819	cysT			
AHECGBEH_00355	CDS	999	sbp			sulfate-binding protein
AHECGBEH_00355	gene	999	sbp			
AHECGBEH_00356	CDS	183				hypothetical protein
AHECGBEH_00356	gene	183				
AHECGBEH_00357	CDS	2283				hypothetical protein
AHECGBEH_00357	gene	2283				
AHECGBEH_00358	CDS	1179	desA			delta-9 fatty acid desaturase DesA
AHECGBEH_00358	gene	1179	desA			
AHECGBEH_00359	CDS	1386	gpuP			3-guanidinopropionate transporter
AHECGBEH_00359	gene	1386	gpuP			
AHECGBEH_00360	CDS	957	gpuA			guanidinopropionase
AHECGBEH_00360	gene	957	gpuA			
AHECGBEH_00361	CDS	963	gpuR			transcriptional activator GpuR
AHECGBEH_00361	gene	963	gpuR			
AHECGBEH_00362	CDS	972				hypothetical protein
AHECGBEH_00362	gene	972				
AHECGBEH_00363	CDS	1383	oprE			anaerobically-induced outer membrane porin OprE
AHECGBEH_00363	gene	1383	oprE			
AHECGBEH_00364	CDS	1107	aguA	3.5.3.12		agmatine deiminase
AHECGBEH_00364	gene	1107	aguA			
AHECGBEH_00365	CDS	879	aguB_1			N-carbamoylputrescine amidohydrolase
AHECGBEH_00365	gene	879	aguB_1			
AHECGBEH_00366	CDS	666	aguR			transcriptional regulator AguR
AHECGBEH_00366	gene	666	aguR			
AHECGBEH_00367	CDS	1062				polyamine binding protein
AHECGBEH_00367	gene	1062				
AHECGBEH_00368	CDS	1377	spuI_1			glutamine synthetase
AHECGBEH_00368	gene	1377	spuI_1			
AHECGBEH_00369	CDS	753	spuA			glutamine amidotransferase
AHECGBEH_00369	gene	753	spuA			
AHECGBEH_00370	CDS	1359	spuB_1			glutamine synthetase
AHECGBEH_00370	gene	1359	spuB_1			
AHECGBEH_00371	CDS	1371	spuC_1			aminotransferase
AHECGBEH_00371	gene	1371	spuC_1			
AHECGBEH_00372	CDS	1104	spuD			putrescine ABC transporter substrate-binding protein SpuD
AHECGBEH_00372	gene	1104	spuD			
AHECGBEH_00373	CDS	1098	spuE			spermidine ABC transporter substrate-binding protein SpuE
AHECGBEH_00373	gene	1098	spuE			
AHECGBEH_00374	CDS	1155	spuF			polyamine transporter PotG
AHECGBEH_00374	gene	1155	spuF			
AHECGBEH_00375	CDS	912	spuG			polyamine transporter PotH
AHECGBEH_00375	gene	912	spuG			
AHECGBEH_00376	CDS	870	spuH			polyamine transporter PotI
AHECGBEH_00376	gene	870	spuH			
AHECGBEH_00377	CDS	2388	quiP_1			acyl-homoserine lactone acylase QuiP
AHECGBEH_00377	gene	2388	quiP_1			
AHECGBEH_00378	CDS	1053				transcriptional regulator
AHECGBEH_00378	gene	1053				
AHECGBEH_00379	CDS	504				transcriptional regulator
AHECGBEH_00379	gene	504				
AHECGBEH_00380	CDS	612				hypothetical protein
AHECGBEH_00380	gene	612				
AHECGBEH_00381	CDS	942				hypothetical protein
AHECGBEH_00381	gene	942				
AHECGBEH_00382	CDS	753				hypothetical protein
AHECGBEH_00382	gene	753				
AHECGBEH_00383	CDS	630				hypothetical protein
AHECGBEH_00383	gene	630				
AHECGBEH_00384	CDS	555				hypothetical protein
AHECGBEH_00384	gene	555				
AHECGBEH_00385	CDS	90				hypothetical protein
AHECGBEH_00385	gene	90				
AHECGBEH_00386	CDS	495				hypothetical protein
AHECGBEH_00386	gene	495				
AHECGBEH_00387	CDS	693				L-cysteine ABC transporter protein YecS
AHECGBEH_00387	gene	693				
AHECGBEH_00388	CDS	771				L-cysteine ABC transporter protein FliY
AHECGBEH_00388	gene	771				
AHECGBEH_00389	CDS	438				hypothetical protein
AHECGBEH_00389	gene	438				
AHECGBEH_00390	CDS	1230	serA			D-3-phosphoglycerate dehydrogenase
AHECGBEH_00390	gene	1230	serA			
AHECGBEH_00391	CDS	1395	glcD_1			glycolate oxidase subunit GlcD
AHECGBEH_00391	gene	1395	glcD_1			
AHECGBEH_00392	CDS	666	ycgM		COG0179	putative protein YcgM
AHECGBEH_00392	gene	666	ycgM			
AHECGBEH_00393	CDS	933	yjiK_1		COG3204	putative protein YjiK
AHECGBEH_00393	gene	933	yjiK_1			
AHECGBEH_00394	CDS	351	ygiW		COG3111	Protein YgiW
AHECGBEH_00394	gene	351	ygiW			
AHECGBEH_00395	CDS	1035				acetylpolyamine aminohydrolase
AHECGBEH_00395	gene	1035				
AHECGBEH_00396	CDS	1395				transporter
AHECGBEH_00396	gene	1395				
AHECGBEH_00397	CDS	1044				ABC transporter
AHECGBEH_00397	gene	1044				
AHECGBEH_00398	CDS	789				ABC transporter permease
AHECGBEH_00398	gene	789				
AHECGBEH_00399	CDS	930				ABC transporter permease
AHECGBEH_00399	gene	930				
AHECGBEH_00400	CDS	1050				ABC transporter ATP-binding protein
AHECGBEH_00400	gene	1050				
AHECGBEH_00401	CDS	930	yjiK_2		COG3204	putative protein YjiK
AHECGBEH_00401	gene	930	yjiK_2			
AHECGBEH_00402	CDS	1977				hypothetical protein
AHECGBEH_00402	gene	1977				
AHECGBEH_00403	CDS	726				transferase
AHECGBEH_00403	gene	726				
AHECGBEH_00404	CDS	333				hypothetical protein
AHECGBEH_00404	gene	333				
AHECGBEH_00405	CDS	672	rpiA	5.3.1.6		ribose-5-phosphate isomerase A
AHECGBEH_00405	gene	672	rpiA			
AHECGBEH_00406	CDS	1515	ilvA1	4.3.1.19		threonine dehydratase
AHECGBEH_00406	gene	1515	ilvA1			
AHECGBEH_00407	CDS	468				hypothetical protein
AHECGBEH_00407	gene	468				
AHECGBEH_00408	CDS	1272				hypothetical protein
AHECGBEH_00408	gene	1272				
AHECGBEH_00409	CDS	468				hypothetical protein
AHECGBEH_00409	gene	468				
AHECGBEH_00410	CDS	1242				major facilitator superfamily transporter
AHECGBEH_00410	gene	1242				
AHECGBEH_00411	CDS	654		3.1.3.-	COG0560	putative phosphatase
AHECGBEH_00411	gene	654				
AHECGBEH_00412	CDS	480	ygdP	3.6.1.-		RNA pyrophosphohydrolase
AHECGBEH_00412	gene	480	ygdP			
AHECGBEH_00413	CDS	2280	ptsP			phosphoenolpyruvate-protein phosphotransferase PtsP
AHECGBEH_00413	gene	2280	ptsP			
AHECGBEH_00414	CDS	1038				hypothetical protein
AHECGBEH_00414	gene	1038				
AHECGBEH_00415	CDS	756				hypothetical protein
AHECGBEH_00415	gene	756				
AHECGBEH_00416	CDS	804				hypothetical protein
AHECGBEH_00416	gene	804				
AHECGBEH_00417	CDS	801	lgt	2.4.99.-		prolipoprotein diacylglyceryl transferase
AHECGBEH_00417	gene	801	lgt			
AHECGBEH_00418	CDS	795	thyA	2.1.1.45		thymidylate synthase
AHECGBEH_00418	gene	795	thyA			
AHECGBEH_00419	CDS	798				hypothetical protein
AHECGBEH_00419	gene	798				
AHECGBEH_00420	CDS	1380				hypothetical protein
AHECGBEH_00420	gene	1380				
AHECGBEH_00421	CDS	1386				putative membrane protein
AHECGBEH_00421	gene	1386				
AHECGBEH_00422	CDS	363				hypothetical protein
AHECGBEH_00422	gene	363				
AHECGBEH_00423	CDS	1152	glpQ			glycerophosphoryl diester phosphodiesterase
AHECGBEH_00423	gene	1152	glpQ			
AHECGBEH_00424	CDS	1095				hypothetical protein
AHECGBEH_00424	gene	1095				
AHECGBEH_00425	CDS	1041				hypothetical protein
AHECGBEH_00425	gene	1041				
AHECGBEH_00426	CDS	507	folA			dihydrofolate reductase
AHECGBEH_00426	gene	507	folA			
AHECGBEH_00427	CDS	474				hypothetical protein
AHECGBEH_00427	gene	474				
AHECGBEH_00428	CDS	1386				transporter
AHECGBEH_00428	gene	1386				
AHECGBEH_00429	CDS	1839	ilvD	4.2.1.9		dihydroxy-acid dehydratase
AHECGBEH_00429	gene	1839	ilvD			
AHECGBEH_00430	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
AHECGBEH_00430	gene	1197	rlmI			
AHECGBEH_00431	CDS	540	pfpI_1			protease PfpI
AHECGBEH_00431	gene	540	pfpI_1			
AHECGBEH_00432	CDS	879				hypothetical protein
AHECGBEH_00432	gene	879				
AHECGBEH_00433	CDS	813	mutM	3.2.2.23		formamidopyrimidine-DNA glycosylase
AHECGBEH_00433	gene	813	mutM			
AHECGBEH_00434	CDS	579				hypothetical protein
AHECGBEH_00434	gene	579				
AHECGBEH_00435	CDS	345				hypothetical protein
AHECGBEH_00435	gene	345				
AHECGBEH_00436	CDS	987				hypothetical protein
AHECGBEH_00436	gene	987				
AHECGBEH_00437	CDS	1734				gamma-glutamyltranspeptidase
AHECGBEH_00437	gene	1734				
AHECGBEH_00438	CDS	252	fdx1			4Fe-4S ferredoxin
AHECGBEH_00438	gene	252	fdx1			
AHECGBEH_00439	CDS	480	coaD	2.7.7.3		phosphopantetheine adenylyltransferase
AHECGBEH_00439	gene	480	coaD			
AHECGBEH_00440	CDS	1596				oxidoreductase
AHECGBEH_00440	gene	1596				
AHECGBEH_00441	CDS	549				hypothetical protein
AHECGBEH_00441	gene	549				
AHECGBEH_00442	CDS	1431				coniferyl aldehyde dehydrogenase
AHECGBEH_00442	gene	1431				
AHECGBEH_00443	CDS	648				transcriptional regulator
AHECGBEH_00443	gene	648				
AHECGBEH_00444	CDS	411				acetyltransferase
AHECGBEH_00444	gene	411				
AHECGBEH_00445	CDS	999				hypothetical protein
AHECGBEH_00445	gene	999				
AHECGBEH_00446	CDS	567				hypothetical protein
AHECGBEH_00446	gene	567				
AHECGBEH_00447	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AHECGBEH_00447	gene	597	rsmD			
AHECGBEH_00448	CDS	1488				hypothetical protein
AHECGBEH_00448	gene	1488				
AHECGBEH_00449	CDS	1371				zinc protease
AHECGBEH_00449	gene	1371				
AHECGBEH_00450	CDS	1350	ftsY			signal recognition particle receptor FtsY
AHECGBEH_00450	gene	1350	ftsY			
AHECGBEH_00451	CDS	672	ftsE			cell division protein FtsE
AHECGBEH_00451	gene	672	ftsE			
AHECGBEH_00452	CDS	1008	ftsX			cell division protein FtsX
AHECGBEH_00452	gene	1008	ftsX			
AHECGBEH_00453	CDS	855	rpoH			RNA polymerase sigma factor RpoH
AHECGBEH_00453	gene	855	rpoH			
AHECGBEH_00454	CDS	606				hypothetical protein
AHECGBEH_00454	gene	606				
AHECGBEH_00455	CDS	732				monofunctional biosynthetic peptidoglycan transglycosylase
AHECGBEH_00455	gene	732				
AHECGBEH_00456	CDS	378				hypothetical protein
AHECGBEH_00456	gene	378				
AHECGBEH_00457	CDS	201				sulfur carrier protein ThiS
AHECGBEH_00457	gene	201				
AHECGBEH_00458	CDS	798	thiG			thiazole synthase
AHECGBEH_00458	gene	798	thiG			
AHECGBEH_00459	CDS	735	micA	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
AHECGBEH_00459	gene	735	micA			
AHECGBEH_00460	CDS	1347				putative protein
AHECGBEH_00460	gene	1347				
AHECGBEH_00461	CDS	258				hypothetical protein
AHECGBEH_00461	gene	258				
AHECGBEH_00462	CDS	324				hypothetical protein
AHECGBEH_00462	gene	324				
AHECGBEH_00463	CDS	1155				coproporphyrinogen III oxidase
AHECGBEH_00463	gene	1155				
AHECGBEH_00464	CDS	594				non-canonical purine NTP pyrophosphatase
AHECGBEH_00464	gene	594				
AHECGBEH_00465	CDS	420				hypothetical protein
AHECGBEH_00465	gene	420				
AHECGBEH_00466	CDS	621	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
AHECGBEH_00466	gene	621	metXA			
AHECGBEH_00467	CDS	1140	metX	2.3.1.31		homoserine O-acetyltransferase
AHECGBEH_00467	gene	1140	metX			
AHECGBEH_00468	CDS	1968				hypothetical protein
AHECGBEH_00468	gene	1968				
AHECGBEH_00469	CDS	171				hypothetical protein
AHECGBEH_00469	gene	171				
AHECGBEH_00470	CDS	594				hypothetical protein
AHECGBEH_00470	gene	594				
AHECGBEH_00471	CDS	822	proC	1.5.1.2		pyrroline-5-carboxylate reductase
AHECGBEH_00471	gene	822	proC			
AHECGBEH_00472	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
AHECGBEH_00472	gene	693	yggS			
AHECGBEH_00473	CDS	1035	pilT_1			twitching motility protein PilT
AHECGBEH_00473	gene	1035	pilT_1			
AHECGBEH_00474	CDS	1149	pilU			twitching motility protein PilU
AHECGBEH_00474	gene	1149	pilU			
AHECGBEH_00475	CDS	900				cation efflux system protein
AHECGBEH_00475	gene	900				
AHECGBEH_00476	CDS	405				hypothetical protein
AHECGBEH_00476	gene	405				
AHECGBEH_00477	CDS	1374				cystathionine beta-synthase
AHECGBEH_00477	gene	1374				
AHECGBEH_00478	CDS	1185				cystathionine gamma-lyase
AHECGBEH_00478	gene	1185				
AHECGBEH_00479	CDS	1272		3.5.2.3		dihydroorotase
AHECGBEH_00479	gene	1272				
AHECGBEH_00480	CDS	1005	pyrB	2.1.3.2		aspartate carbamoyltransferase
AHECGBEH_00480	gene	1005	pyrB			
AHECGBEH_00481	CDS	513	pyrR	2.4.2.9		bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase
AHECGBEH_00481	gene	513	pyrR			
AHECGBEH_00482	CDS	435				Holliday junction resolvase
AHECGBEH_00482	gene	435				
AHECGBEH_00483	CDS	570				hypothetical protein
AHECGBEH_00483	gene	570				
AHECGBEH_00484	CDS	894	tonB3			transporter TonB
AHECGBEH_00484	gene	894	tonB3			
AHECGBEH_00485	CDS	954	gshB	6.3.2.3		glutathione synthetase
AHECGBEH_00485	gene	954	gshB			
AHECGBEH_00486	CDS	408	pilG			pilus biosynthesis/twitching motility protein PilG
AHECGBEH_00486	gene	408	pilG			
AHECGBEH_00487	CDS	366	pilH			twitching motility protein PilH
AHECGBEH_00487	gene	366	pilH			
AHECGBEH_00488	CDS	537	pilI			twitching motility protein PilI
AHECGBEH_00488	gene	537	pilI			
AHECGBEH_00489	CDS	2049	pilJ			twitching motility protein PilJ
AHECGBEH_00489	gene	2049	pilJ			
AHECGBEH_00490	CDS	876	pilK			methyltransferase PilK
AHECGBEH_00490	gene	876	pilK			
AHECGBEH_00491	CDS	7419	chpA_1			chemotactic signal transduction system protein
AHECGBEH_00491	gene	7419	chpA_1			
AHECGBEH_00492	CDS	1032	chpB			methylesterase
AHECGBEH_00492	gene	1032	chpB			
AHECGBEH_00493	CDS	507	chpC			chemotaxis protein
AHECGBEH_00493	gene	507	chpC			
AHECGBEH_00494	CDS	795	chpD			transcriptional regulator
AHECGBEH_00494	gene	795	chpD			
AHECGBEH_00495	CDS	612	chpE			chemotactic transduction protein ChpE
AHECGBEH_00495	gene	612	chpE			
AHECGBEH_00496	CDS	1374				hypothetical protein
AHECGBEH_00496	gene	1374				
AHECGBEH_00497	CDS	723				16S ribosomal RNA methyltransferase RsmE
AHECGBEH_00497	gene	723				
AHECGBEH_00498	CDS	1404	bioA	2.6.1.62		adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA
AHECGBEH_00498	gene	1404	bioA			
AHECGBEH_00499	CDS	1491		1.4.5.-		L-amino acid dehydrogenase
AHECGBEH_00499	gene	1491				
AHECGBEH_00500	CDS	570				cytochrome b561
AHECGBEH_00500	gene	570				
AHECGBEH_00501	CDS	576	yceI		COG2353	Protein YceI
AHECGBEH_00501	gene	576	yceI			
AHECGBEH_00502	CDS	444	mexR			multidrug resistance operon repressor MexR
AHECGBEH_00502	gene	444	mexR			
AHECGBEH_00503	CDS	1152	mexA			multidrug resistance protein MexA
AHECGBEH_00503	gene	1152	mexA			
AHECGBEH_00504	CDS	3141	mexB			multidrug resistance protein MexB
AHECGBEH_00504	gene	3141	mexB			
AHECGBEH_00505	CDS	1458	oprM_1			outer membrane protein OprM
AHECGBEH_00505	gene	1458	oprM_1			
AHECGBEH_00506	CDS	1920				ATP-dependent RNA helicase
AHECGBEH_00506	gene	1920				
AHECGBEH_00507	CDS	1071				hypothetical protein
AHECGBEH_00507	gene	1071				
AHECGBEH_00508	CDS	873	metF			5,10-methylenetetrahydrofolate reductase
AHECGBEH_00508	gene	873	metF			
AHECGBEH_00509	CDS	540				hypothetical protein
AHECGBEH_00509	gene	540				
AHECGBEH_00510	CDS	1410	sahH	3.3.1.1		adenosylhomocysteinase
AHECGBEH_00510	gene	1410	sahH			
AHECGBEH_00511	CDS	417				hypothetical protein
AHECGBEH_00511	gene	417				
AHECGBEH_00512	CDS	2193				TonB-dependent receptor
AHECGBEH_00512	gene	2193				
AHECGBEH_00513	CDS	1479				hypothetical protein
AHECGBEH_00513	gene	1479				
AHECGBEH_00514	CDS	621				transcriptional regulator
AHECGBEH_00514	gene	621				
AHECGBEH_00515	CDS	1272	codA	3.5.4.1		cytosine deaminase
AHECGBEH_00515	gene	1272	codA			
AHECGBEH_00516	CDS	1251	codB			cytosine permease
AHECGBEH_00516	gene	1251	codB			
AHECGBEH_00517	CDS	1275		1.3.1.1		dihydropyrimidine dehydrogenase
AHECGBEH_00517	gene	1275				
AHECGBEH_00518	CDS	1368				oxidoreductase
AHECGBEH_00518	gene	1368				
AHECGBEH_00519	CDS	1440	dht			D-hydantoinase/dihydropyrimidinase
AHECGBEH_00519	gene	1440	dht			
AHECGBEH_00520	CDS	1491				transporter
AHECGBEH_00520	gene	1491				
AHECGBEH_00521	CDS	1284				allantoate amidohydrolase
AHECGBEH_00521	gene	1284				
AHECGBEH_00522	CDS	1224	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
AHECGBEH_00522	gene	1224	yfdE_1			
AHECGBEH_00523	CDS	1182	gcdH			glutaryl-CoA dehydrogenase
AHECGBEH_00523	gene	1182	gcdH			
AHECGBEH_00524	CDS	909				transcriptional regulator
AHECGBEH_00524	gene	909				
AHECGBEH_00525	CDS	405				acyl-CoA thioesterase
AHECGBEH_00525	gene	405				
AHECGBEH_00526	CDS	1623				phosphate transporter
AHECGBEH_00526	gene	1623				
AHECGBEH_00527	CDS	1332				hypothetical protein
AHECGBEH_00527	gene	1332				
AHECGBEH_00528	CDS	792				hypothetical protein
